SizeRank,City,State,2000-01-31,2000-02-29,2000-03-31,2000-04-30,2000-05-31,2000-06-30,2000-07-31,2000-08-31,2000-09-30,2000-10-31,2000-11-30,2000-12-31,2001-01-31,2001-02-28,2001-03-31,2001-04-30,2001-05-31,2001-06-30,2001-07-31,2001-08-31,2001-09-30,2001-10-31,2001-11-30,2001-12-31,2002-01-31,2002-02-28,2002-03-31,2002-04-30,2002-05-31,2002-06-30,2002-07-31,2002-08-31,2002-09-30,2002-10-31,2002-11-30,2002-12-31,2003-01-31,2003-02-28,2003-03-31,2003-04-30,2003-05-31,2003-06-30,2003-07-31,2003-08-31,2003-09-30,2003-10-31,2003-11-30,2003-12-31,2004-01-31,2004-02-29,2004-03-31,2004-04-30,2004-05-31,2004-06-30,2004-07-31,2004-08-31,2004-09-30,2004-10-31,2004-11-30,2004-12-31,2005-01-31,2005-02-28,2005-03-31,2005-04-30,2005-05-31,2005-06-30,2005-07-31,2005-08-31,2005-09-30,2005-10-31,2005-11-30,2005-12-31,2006-01-31,2006-02-28,2006-03-31,2006-04-30,2006-05-31,2006-06-30,2006-07-31,2006-08-31,2006-09-30,2006-10-31,2006-11-30,2006-12-31,2007-01-31,2007-02-28,2007-03-31,2007-04-30,2007-05-31,2007-06-30,2007-07-31,2007-08-31,2007-09-30,2007-10-31,2007-11-30,2007-12-31,2008-01-31,2008-02-29,2008-03-31,2008-04-30,2008-05-31,2008-06-30,2008-07-31,2008-08-31,2008-09-30,2008-10-31,2008-11-30,2008-12-31,2009-01-31,2009-02-28,2009-03-31,2009-04-30,2009-05-31,2009-06-30,2009-07-31,2009-08-31,2009-09-30,2009-10-31,2009-11-30,2009-12-31,2010-01-31,2010-02-28,2010-03-31,2010-04-30,2010-05-31,2010-06-30,2010-07-31,2010-08-31,2010-09-30,2010-10-31,2010-11-30,2010-12-31,2011-01-31,2011-02-28,2011-03-31,2011-04-30,2011-05-31,2011-06-30,2011-07-31,2011-08-31,2011-09-30,2011-10-31,2011-11-30,2011-12-31,2012-01-31,2012-02-29,2012-03-31,2012-04-30,2012-05-31,2012-06-30,2012-07-31,2012-08-31,2012-09-30,2012-10-31,2012-11-30,2012-12-31,2013-01-31,2013-02-28,2013-03-31,2013-04-30,2013-05-31,2013-06-30,2013-07-31,2013-08-31,2013-09-30,2013-10-31,2013-11-30,2013-12-31,2014-01-31,2014-02-28,2014-03-31,2014-04-30,2014-05-31,2014-06-30,2014-07-31,2014-08-31,2014-09-30,2014-10-31,2014-11-30,2014-12-31,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31
38,Albuquerque,NM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136541,136789,137064,137491,137827,138106,138374,138691,138939,139147,139222,139352,139597,140019,140458,140809,141221,141813,142702,143526,144287,144762,145199,145697,146390,147180,147944,148539,149130,149632,150173,150704,151175,151748,152348,153097,154014,155296,156938,159003,161094,163148,165216,167151,168993,170690,172968,175552,178302,180663,182989,185332,187634,189533,190812,191701,192489,193110,194165,195257,197028,198491,199719,200069,200069,199906,199829,199531,199052,198362,197479,196543,195384,194181,192844,191645,190270,188713,187150,185807,184827,183839,183121,182564,182069,181342,180562,179783,179598,179485,179533,179445,179300,179456,179224,178954,178296,177644,176900,175801,174145,172342,170734,169705,168929,168265,167332,166467,165708,165199,164253,163378,162698,162286,161770,161298,161090,161099,161219,161130,161044,160865,160770,160738,160909,161439,162129,162922,163749,164729,165648,166344,166807,166998,167227,167240,167226,167102,167226,167705,168498,169358,170189,170924,171235,171117,170738,170450,170204,170260,170631,171333,172094,172870,173598,173979,174015,174060,174480,175204,175898,176415,177298,178292,179200,179702,180409,181391,182483,183166,183599,183669,184172,184865,185583,185616,185512,185638,186485,187258,187980,188392,188838,189303,189811,190528,191245,191804,192316,192936,193610,194261,194801,195585,196511,197512,198182,198716,199189,200239,201745,203633,205488,207084,208271,209144,210034,211028,212034,213164,214497,216144,217729,219441,220992,222231,223432,224969,227314,230461,234043,237466,240571,243680,247342,251275,255206,258931,262625,265789,268180,269700,271085,273000,275492,279382,284377,290037,295082,299095,302539,304634,305230,304438,303600,303110,302689,302545
39,Mesa,AZ,133615,133871,134207,134870,135589,136171,136759,137309,137961,138552,139131,139694,140250,140807,141349,141919,142503,143093,143627,144107,144572,145090,145671,146219,146644,147020,147447,147968,148475,149045,149675,150429,151069,151672,152203,152808,153343,153882,154297,154791,155285,155873,156479,157166,157995,158848,159590,160187,160655,161300,162183,163298,164628,165994,167883,170084,172223,174425,176676,179638,182928,187194,191521,196523,202014,209331,217786,226315,235327,243406,251288,256409,259032,262628,267065,272279,275152,276705,276648,275231,272733,271097,269101,267220,265111,263635,262775,262557,262515,261789,260261,258063,255546,253010,249498,245667,241564,236665,231581,225376,220592,216014,211447,205441,199269,193990,187805,181265,175111,171365,168314,165268,161785,158656,156167,154054,152266,149867,148962,148813,149259,148698,147624,147121,146518,146055,144091,142062,139309,137410,135600,133951,131810,129829,128478,127011,125609,123980,123172,122764,122658,122728,122862,123795,124628,125717,126551,128213,130627,133564,136841,140168,143825,147267,150375,152831,155130,157450,160044,162948,166044,169134,172064,174973,177776,180260,182098,183371,185071,186992,188837,189772,190183,190342,190563,190983,191601,192028,192490,192866,193456,194217,195310,196683,198180,199795,201509,203455,205595,207767,209904,211787,213891,215719,217029,217824,218556,219545,220618,221750,223150,224468,225636,226744,227887,229198,230664,232244,233862,235462,237042,238746,240509,242296,243644,244960,246462,248169,249822,251233,252883,254633,256846,258936,260866,262323,263681,264997,266647,268632,270396,271817,272865,274088,275212,276642,278319,280476,282920,285479,288653,292348,296570,300320,302901,304591,306149,308623,312377,316713,321404,326124,330992,336041,341342,347038,353326,360252,367139,373374,378790,383921,389195,394282,399819,405864,413017,420502,428041,434609,438155,437778,433630,428321,422799,417177,412841
40,Raleigh,NC,160975,161046,161351,161968,162915,163737,164250,164390,164431,164837,165463,166192,166677,167008,167316,167608,167971,168244,168450,168541,168647,168886,169223,169610,169859,169875,170067,170205,170681,170929,171267,171393,171425,171567,171874,172359,172700,172686,172549,172444,172706,173062,173465,173714,173953,174226,174596,175001,175366,175730,176014,176339,176680,177076,177624,178024,178476,178759,179262,179803,180385,180979,181486,182086,182691,183519,184342,185353,186397,187457,188323,189164,189829,190560,191330,192464,193597,194682,195647,196628,197669,198766,199721,200481,201235,201964,202957,203963,205228,206557,207844,209009,209718,210263,210540,210677,210367,210077,209238,208528,207678,207312,207038,206773,206284,205574,204667,203840,202918,202413,201995,201594,200941,200225,199555,198780,198297,198115,198025,197809,197736,197617,197688,198142,198697,198732,197723,196480,195168,194182,193298,192601,191975,191283,190504,189384,188153,187152,186399,185590,184890,184030,183333,182659,182008,181672,181448,181634,181885,182234,182575,182904,183288,183750,184333,184857,185557,186327,187202,187990,188898,189963,191100,192194,193113,194049,194892,195782,196766,197954,199414,200727,201855,202602,203383,204052,204735,205293,206240,207395,208811,210222,211550,212626,213572,214531,215741,217148,218818,220676,222600,224431,226183,227709,229064,230357,231710,233109,234543,235974,237503,239002,240647,242208,243657,245041,246372,247916,249270,250704,251961,253115,254084,255098,256210,257551,258998,260519,262066,263340,264699,265878,267290,268670,270251,271761,273240,274677,276262,277833,279538,280881,281987,282508,283035,283653,284518,285631,286897,288317,289980,291706,293480,295024,296105,296891,297919,299893,303009,306553,310154,313714,317501,321705,326165,330956,336161,342053,348271,354660,360743,366755,372724,378456,385089,392761,401805,410697,419205,425729,428926,428169,424892,421441,418222,414948,412507
41,Colorado Springs,CO,161536,161737,161916,162367,162894,163550,164455,165448,166576,167625,168737,169860,171020,172142,173325,174541,175982,177474,179147,180928,182561,183915,184911,185728,186400,186756,187020,187134,187423,187802,188526,189187,189917,190555,191206,191575,191779,192053,192619,193160,193720,194146,194781,195269,195777,196082,196556,197047,197531,197870,198110,198477,198987,199777,200648,201549,202223,202816,203304,203954,204748,205625,206525,207549,208826,210143,211412,212726,214058,215158,215928,216622,217182,217518,217875,218364,219155,219890,220716,221481,222069,222341,222292,222405,222710,223252,223681,224218,224957,225722,226236,226126,225621,224620,224079,223971,223666,223120,221946,220848,219492,218054,216808,215673,214904,214261,213081,211444,209546,208497,207994,208628,208968,209439,209109,208974,208700,208686,209425,210381,211352,211798,212221,212481,212289,212008,211356,210470,209102,208101,206903,205524,204359,203549,203108,202214,201213,200170,199277,198820,198720,198577,198253,197935,198218,198672,199045,198832,198779,199124,199956,201096,202425,203859,205143,206209,206958,207643,208210,208955,209841,210825,211786,212740,213826,215019,216042,216764,216975,217224,217714,218427,219071,219453,219947,220584,221623,222922,224351,225740,226991,228241,229391,230542,231541,232597,233953,235706,237570,239362,241103,242925,244651,246299,247910,249750,251727,253622,255230,256614,258074,259812,261902,264174,266415,268678,270940,273193,275328,277033,278529,279657,281079,282768,284887,287544,290562,294030,297431,300563,302997,304784,306891,308930,311055,312582,314259,316133,317824,319594,321309,323192,324635,325694,326740,328039,329651,331716,334359,337450,340452,343224,345953,348864,351030,351872,352023,352964,355467,359296,364006,369644,375644,381861,388325,394760,401019,406585,411127,414461,416807,419610,423719,428757,434690,440808,447117,452608,456807,459224,458997,456722,453330,450329,447497,444500,441644
42,Atlanta,GA,128939,129580,130230,131664,133207,134811,136364,137772,139115,140392,141662,142894,144030,145108,146113,147112,148040,149039,149936,150907,151810,152792,153698,154445,155006,155452,155747,156084,156417,157030,157531,157925,158226,158661,159366,159860,160285,160493,160890,161153,161312,161427,161546,161701,161829,161919,161916,162125,162664,163572,164307,165053,165648,166187,166555,167177,167965,168814,169537,170305,171115,171880,172570,173402,174378,175501,176419,177355,178135,178816,179335,179838,180387,180773,180813,180514,180329,180395,181032,181589,182184,182783,183464,184066,184463,184654,184919,185087,185234,185368,185497,185584,185211,184483,183580,182646,181273,178946,176377,174327,173153,172078,170567,168901,167222,165402,163145,160402,157039,153986,151097,148819,146339,144063,142206,140718,139635,138595,137649,136555,135117,133822,132943,133033,133278,133187,132122,130777,128657,126569,124428,123179,122095,121311,120237,119165,117639,116255,115083,114039,113202,112513,111987,111109,110047,109324,109452,110179,111387,112474,113603,114256,114740,114986,115545,116476,118003,119588,121670,123870,126790,129834,132602,135011,136982,139067,141015,143005,144877,146811,148930,151329,153726,155524,157065,158107,159427,160671,162332,164079,165983,168040,170263,172492,174741,176715,178768,180568,182406,184158,186116,188261,190861,193521,195989,198380,200577,202677,204079,205043,206195,207883,210130,212460,214583,216815,219074,221357,223403,225457,227683,230064,232443,234903,237492,240411,243251,245863,248394,250139,251901,253142,255047,257109,259756,262774,265898,268756,270895,272145,272865,273135,273273,273123,273567,274419,275366,275920,276611,277710,279940,282312,284672,285802,285818,285057,284683,285493,287761,290649,294021,297112,300656,304507,308956,312720,316363,319937,324200,328696,333281,337611,341525,345138,349185,354032,359255,364486,369229,373558,375717,375356,372854,370821,369236,367946,367309
43,Buffalo,NY,69191,69220,69348,69898,70656,71348,70811,69805,68466,68138,68141,68593,68892,69074,69041,68842,68530,68340,68566,69154,69826,70170,70401,70424,70146,69903,69717,70152,70548,70156,68377,65222,62579,60662,59943,59472,59630,59667,59198,58090,56921,56389,56735,58095,59581,60614,60671,60451,60097,59947,59838,59841,59956,60217,60167,58737,56727,54999,54545,54672,55168,55866,56339,56612,56538,56538,56426,56588,56804,57286,57863,58502,58823,58890,59073,59695,61212,63046,64948,66418,67554,68374,68887,69215,69309,69219,69082,68959,68836,68695,68667,68778,68879,68853,68727,68380,67952,67259,67004,66945,67280,67248,67269,67313,67588,67502,67110,66581,66210,65939,65984,66087,66381,66379,66475,66625,67004,67345,67571,67530,67261,66949,66921,67396,67914,68495,68988,69315,69295,68876,68399,68049,67789,67637,67383,67003,66488,65923,65559,65502,65688,65898,65977,65993,65943,66112,66473,66980,67655,68305,69267,70100,70731,70960,70749,70275,69692,69465,69981,70927,72015,73038,73732,74147,74028,73996,74008,74254,74526,74995,75412,75949,76417,77114,77978,79012,79876,80444,80712,81095,81418,81664,81942,82738,84052,85268,86178,86861,87750,88688,89574,90164,90519,90826,91047,91448,91767,92554,93208,94401,95462,96741,97831,99121,100464,101723,102452,102812,102969,103283,104178,105306,106777,108452,110419,112258,113719,114891,116373,117669,119067,120444,122257,124011,125698,126692,127624,128270,129716,131348,133275,135107,136752,138296,139265,139818,140096,140684,141810,143011,144155,145217,146321,147377,148403,149404,150360,151708,154199,157680,161750,165249,168222,170975,173663,176380,179225,182455,184803,185577,184539,183375,182890,183066,184930,188145,192672,196817,199914,202435,203905,204284,203346,202127,201224,200844,201075
44,Kansas City,MO,78560,78740,78919,79334,79749,80170,80547,81046,81552,82215,82801,83414,83822,84189,84630,85120,85688,86251,86900,87531,88152,88770,89400,89909,90342,90736,91163,91604,92059,92579,93086,93608,94155,94805,95378,95830,96159,96488,96883,97268,97677,98045,98426,98877,99332,99806,100320,100841,101318,101615,101856,102007,102228,102537,102965,103373,103729,104091,104428,104646,104818,104971,105201,105464,105727,105998,106221,106527,106890,107330,107666,107844,107928,107988,108135,108338,108560,108917,109223,109575,109821,110162,110519,110841,111093,111270,111406,111425,111450,111480,111545,111583,111549,111469,111266,110922,110502,110156,109938,109718,109534,109283,108778,108026,107269,106600,105516,104236,103065,102228,101561,100959,100527,100068,99660,99419,99284,99071,99045,99114,98923,98560,98457,98790,99121,99069,98706,98031,97054,96025,94766,93745,92879,92307,91615,90812,89655,88506,87461,86689,85950,85198,84751,84424,84164,83813,83397,83302,83607,84337,85263,86041,86827,87163,87126,86748,86352,85922,85695,85856,86787,88040,89444,90669,91738,92463,92849,93187,93418,93649,94065,94847,96035,97108,98288,99304,100118,100472,100871,101416,102166,102712,103250,103911,104849,105698,106499,107310,108249,109278,110233,111289,112405,113604,114550,115313,115908,116774,117644,118628,119586,120751,122126,123566,124863,126152,127409,128671,129652,130591,131480,132286,133157,134081,135115,136104,137443,139096,140867,142220,143183,143762,144131,144585,145239,146104,147107,148068,149329,150590,152006,152950,153508,153679,153543,153255,152978,153335,154150,155309,156845,158718,160864,162520,163360,163498,163737,164830,167073,169857,173010,175940,178601,181235,184002,186950,189784,192285,193942,194502,194346,194313,194914,196136,198547,202113,206433,210434,213581,216071,217371,217492,216659,215999,215725,215783,216746
45,Rochester,NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182939
46,Long Beach,CA,182284,182549,183413,185142,187228,189211,191203,193303,195264,196809,198175,199449,200311,201186,202278,204078,206001,208067,210275,212643,214716,216741,218602,220630,222293,224136,226493,229676,233253,236817,240896,245359,250133,254648,258925,262994,266322,269368,272840,276637,281145,284927,289757,294913,300714,305547,310055,314650,319865,325516,331665,339043,348199,357689,366812,375054,384023,392870,399740,405382,409704,415579,421430,427823,433247,439080,445589,452881,460417,468639,475175,480706,485393,489477,493664,496799,500804,504216,506522,507963,507067,506270,505534,506075,506173,505705,504200,502923,500533,497798,493691,489129,484286,478876,473995,468807,464767,459586,451895,441101,428803,417003,405331,394618,386380,380053,374175,366549,360204,356002,353879,351718,349515,346137,343172,341226,340649,340429,341137,344096,346042,346501,347113,349221,352466,352881,351811,348742,344893,340817,337090,335144,333983,333526,332220,330759,327417,325586,324008,321699,318060,314187,312750,312284,312081,311091,309286,307564,306735,307386,308918,312300,316975,322933,329413,335920,340760,343486,344651,346550,350379,355955,362506,369546,376981,384803,391319,396277,398268,398859,398943,400552,402612,404580,405708,407624,411283,416397,421772,426624,429584,430982,430733,430626,431242,432925,433759,433201,430906,428350,425109,422106,423846,430915,440831,448747,453584,457591,456046,451365,444296,440745,440031,441541,448015,457781,468437,476192,481310,485741,486152,484985,482931,484413,487161,490742,497208,506100,515921,524035,530898,536252,541131,547289,555539,564418,570902,574738,573260,568499,562018,557319,554246,552199,553460,558077,565535,572702,578946,584363,587067,587872,587766,588389,587905,585976,587190,593130,604106,616571,630503,643896,652939,658888,662223,668347,676333,686143,697158,706365,714439,720873,727763,734704,742290,750731,760458,769499,777239,781926,784079,782311,778314,773961,771309,768726,763730
47,Tampa,FL,87861,88144,88457,89159,89885,90659,91397,92140,92880,93597,94378,95158,95990,96716,97464,98188,98956,99726,100520,101437,102372,103246,103949,104586,105250,105877,106537,107140,107832,108535,109338,110209,111041,111849,112626,113358,114122,114931,115941,117013,118151,119198,120256,121382,122633,124271,125865,127401,128487,129622,130846,132381,134227,136376,138642,140918,143204,145205,147155,148927,150859,153082,155503,158321,161155,164223,167676,170881,174687,178183,182046,185461,188809,192095,195642,199598,203180,206575,208672,211167,212717,213781,213772,212547,211792,211165,211989,212989,213908,213113,211327,208709,205698,202267,199524,197305,194319,189822,185131,181471,178242,175597,172642,169979,166980,163626,159169,154484,150250,146907,143856,140766,137628,134452,131793,129331,127244,125347,124031,122902,122171,121418,120755,119949,119614,119261,118395,117212,115608,114034,112057,110225,108277,106393,104477,102494,100560,99003,97919,97075,96493,96399,96464,96524,95824,95491,95524,96494,97616,98706,99917,101042,102310,103672,105019,106541,108022,109482,110964,112668,114964,117278,119564,121612,123513,125393,126922,128490,129933,131678,133354,134848,136276,137258,138427,139178,140114,140710,141681,143028,144730,146490,147938,149170,150361,151534,152998,154596,156517,158473,160438,162665,164853,167047,168547,170056,171474,173154,174905,176820,179015,181415,184035,186224,188021,189705,191820,193949,195676,197265,198949,200754,202415,203848,205480,207347,209364,211178,213127,214912,216270,217062,217900,218935,220128,221143,222531,224117,225801,226864,227538,228055,228582,229397,230459,231849,232983,234126,235544,237524,240784,244500,248029,250058,250886,251304,252310,254255,257229,260613,264644,268726,273532,278940,284994,290663,296171,301633,306814,310945,314031,317162,321009,325666,332498,341253,351467,361095,369790,377423,382720,384757,383885,381831,379263,375929,373410
48,Virginia Beach,VA,126108,126405,126719,127352,127926,128413,128914,129110,129357,129469,129901,130300,130768,131270,131831,132301,132725,133138,133844,134562,135279,135855,136455,136980,137520,138060,138717,139433,140256,141189,142156,143312,144479,145945,147484,149140,150595,151819,152985,154232,155777,157539,159395,161168,162842,164573,166544,168727,170838,173021,175407,178533,182241,186202,190354,194863,199232,203001,206188,209585,213047,216262,219588,222796,227690,232576,238157,243092,248711,253941,258370,261495,263530,265413,267917,269777,271058,271600,273461,275571,277147,278298,278751,278483,277442,277631,278860,280911,281842,282822,282869,282793,282248,282195,281579,280892,280328,279388,277670,275715,274297,272829,270956,268737,266661,265015,263852,262867,261641,259811,258054,256647,255543,254576,253205,252001,250745,249445,248353,248012,248453,249193,249896,250632,251149,250988,249273,247077,244893,243268,241821,240443,238777,237265,236065,235654,234732,233281,232509,232328,232256,231301,230141,229437,229338,229770,230575,231823,233186,234516,235262,235582,235755,236165,237117,237607,238567,239470,240549,241192,241822,242847,243831,244597,245178,245448,245674,245672,245829,245706,245900,246420,247616,248798,249656,250066,250134,249798,249479,249252,249577,249944,250436,250835,251531,252216,253075,253822,254670,255344,256082,256756,257465,257999,258216,258246,258238,258659,258962,259131,259135,259632,260573,261693,262911,263923,264474,264716,265106,266003,266899,267466,267874,268493,269094,269595,269786,270061,270641,271016,271631,271869,272684,273398,274263,274993,275729,276415,276928,277681,278735,280026,281097,282009,282645,283256,283845,284713,285997,287773,289960,291748,293221,294110,294723,295254,296165,298151,301225,304927,308797,312426,315806,319140,322524,326094,329825,333314,335725,336951,337264,338006,339685,342440,346033,349565,353065,356098,358866,360911,361535,360845,359227,358626,358914,359368,360170
